103.03		26199.6667	517.69
104.01		26253.6667	649.57
105.03		26547.6667	311.86
106.03		26106.6667	628.29
107.03		26574	454.53
108.03		25932.3333	341.96
109.03		26131.3333	280.67
110.03		26561	233.74
111.01		25878	548.85
112.03		26479.3333	338.76
113.03		26598	475.91
114.03		25946	470.69
115.03		25880	489.23
116.03		26107	292.86
117.03		25786	406.15
118.01		26904.6667	196.3
119.01		26812.6667	381.44
120.03		26798.6667	408.5
121.03		26759	128
122.03		26095	175.16
123.03		26586.6667	281.9
124.03		26560	333.14
125.03		26532.6667	60.993
126.01		27319.6667	373.01
127.03		26159	508.65
128.03		27173.3333	79.342
129.03		26027.6667	321.71
130.03		26813	61.101
131.03		26386	419.22
132.03		26146	86.933
133.01		26013.6667	449.25
134.03		26680.6667	473.31
135.03		26547.3333	319.49
136.03		26012.6667	340.25
137.03		26666	393.36
138.03		26428.3333	243.14
139.03		26506.3333	134.33
140.01		26266	170.24
141.03		26171.6667	324.59
142.03		27013.6667	234.52
143.03		26119	647.08
144.03		26560	518.83
145.03		26119.3333	185.76
146.03		26705	402.57
147.01		27092.6667	144.41
148.03		26731	272.84
149.03		26759.6667	151.15
150.03		26506.3333	80.13
151.03		26118	378.29
152.03		26839	326.17
153.03		25787	416.5
154.01		26559	172.46
155.01		26225.3333	430.35
156.03		26279.3333	184.93
157.03		26839	70.501
158.03		26360.6667	163.48
159.03		26131.3333	383.58
160.03		26466.6667	175.51
161.03		26759	139.66
162.01		25812.6667	272.35
163.03		25920.3333	437.95
164.03		26238.3333	426.09
165.03		26602.6667	230.62
166.03		26747	136.28
167.03		26520	96.106
168.03		26241.3333	214.91
169.01		26783.6667	353.33
170.03		26358	153.1
171.03		26410.3333	264.83
172.03		26066.6667	403.95
173.03		26106	72.002
174.03		26320	359.16
175.03		26532.6667	122.32
176.01		26706.6667	212.83
177.03		26013.3333	355.6
178.03		26746.3333	53.834
179.03		26772.6667	363.3
180.03		26092.6667	324.98
181.14		26172.3333	421.71
182.01		25998.3333	114.86
183.01		26319.3333	58.925
184.03		26117	497.31
185.03		26280	289.32
186.03		25706.3333	133.67
187.03		25226	241.49
188.03		25746.6667	36.097
189.03		26293.3333	197.25
190.01		26278	188.22
191.01		25934	334.29
192.03		26199.3333	289.42
193.03		26387	381.51
194.03		26226.3333	555.79
195.03		26704.3333	221.81
196.03		25892.6667	583.58
197.03		26384	14.903
198.01		25758.6667	569.7
199.03		26081.6667	601.32
200.03		26147	219.5
201.03		26452.6667	358.83
202.03		26720.6667	172.19
203.03		26280	319.82
204.03		26798.6667	397.32
205.01		26331.3333	128.84
206.03		25985.6667	520.79
207.03		25691.6667	280.77
208.03		26198.6667	340.01
209.03		26692.3333	220.82
210.03		26091.6667	426.29
211.03		26093.3333	445.33
212.01		26641.3333	186.13
213.03		26185.3333	447.34
214.03		26132.3333	483.42
215.03		26118.3333	333.13
216.03		26680.3333	256.68
217.03		26678.3333	96.148
218.03		26119.6667	188.07
219.01		26266.3333	152.58
220.03		26251	469.01
221.03		26174.6667	142.7
222.03		26318	359.88
223.03		21265.6667	
224.03		21265.6667	
225.03		21440.3333	
226.03		21198.3333	
227.03		20960.6667	
228.03		21013	
229.03		20600.3333	
230.03		20772.6667	
231.03		21158.6667	
232.03		20960.6667	
233.03		20413	
234.03		20598.6667	
235.03		20838.3333	
236.03		21295.6667	
237.03		20932.6667	
238.03		20745.6667	
239.03		20865.6667	
240.03		20410.6667	
241.03		20998	
242.03		20585	
243.03		20386.3333	
244.03		20545.3333	
245.03		20826.3333	
246.03		20785.6667	
247.03		20719.6667	
248.03		21023.6667	
249.03		20985.6667	
250.03		21624	
251.03		20332	
252.03		20546	
253.03		20520	
254.03		20479.3333	
255.03		20757.6667	
256.03		21066	
257.03		20785.3333	
258.03		20960.6667	
259.03		21160.6667	
260.03		21386.6667	
261.03		21226.3333	
262.03		21560.6667	
263.03		21439	
264.03		20890.6667	
265.03		21678	
266.03		21505.3333	
267.03		20720.3333	
268.03		21079.3333	
269.03		20946.6667	
270.03		21066.6667	
271.03		21570.6667	
272.03		20985	
273.03		21598	
274.03		20612.6667	
275.03		21252.6667	
276.03		21333	
277.03		21198	
278.03		21173.3333	
279.03		21279.3333	
280.03		21772.6667	
281.03		21733	
282.03		21157.3333	
283.03		20667.6667	
284.03		21266	
285.03		21226	
286.03		20373.6667	
287.03		20627	
288.03		20745.3333	
289.03		20465.3333	
290.03		20584	
291.03		20504.3333	
292.03		20024.6667	
293.03		20626.6667	
294.03		20611.6667	
295.03		20598	
296.03		20934	
297.03		20359.3333	
298.03		20745.6667	
299.03		20933	
300.03		20535	
301.03		20612	
302.03		20838	
303.03		20505.3333	
304.03		20360	
305.03		20666	
306.03		20373	
307.03		20944.3333	
308.03		20920	
309.03		20678.3333	
310.03		20146.6667	
311.03		20533	
312.03		20961.3333	
313.03		20239.3333	
314.03		20826	
315.03		20876.6667	
316.03		21012	
317.03		20879.6667	
318.03		20892.3333	
319.03		20519	
320.03		20904	
321.03		21386.6667	
322.03		20639.3333	
323.03		20759.6667	
324.03		20572.6667	
325.03		20718.3333	
326.03		20402.3333	
327.03		20945.3333	
328.03		20387	
329.03		20879.3333	
330.03		20545.3333	
331.03		20786.3333	
332.03		20440.3333	
333.03		20212.6667	
334.03		20705.6667	
335.03		20198.6667	
336.03		20517.6667	
337.03		19919	
338.03		20371.3333	
339.03		20197.3333	
340.03		20878.3333	
341.03		20357.6667	
342.03		20492.3333	
343.03		20665	
344.03		20398	
345.03		20451	
346.03		20745	
347.03		20851.6667	
348.03		20746	
349.03		20493	
350.03		20264.3333	
351.03		20412.6667	
352.03		20518.6667	
353.03		20506	
354.03		20265.6667	
355.03		20198.6667	
356.03		20239.6667	
357.03		20665	
358.03		20626	
359.03		20840.3333	
360.03		20371.3333	
361.03		20359.3333	
362.03		20370.6667	
363.03		20797.3333	
364.03		20558.3333	
365.03		20452	
366.03		20186.6667	
367.03		19985.3333	
368.03		19929.6667	
369.03		20131.3333	
370.03		20334.3333	
371.03		20281.6667	
372.03		20157	
373.03		20495.3333	
374.03		20890.3333	
375.03		20639	
376.03		20238	
377.03		4400.33333	
378.03		4093.66667	
379.03		4000	
380.03		3868.66667	
381.03		3708.33333	
382.03		4000	
383.03		3988	
384.03		3893.33333	
385.03		3893.66667	
386.03		3854.33333	
387.03		3922.33333	
388.03		3935	
389.03		3960.66667	
390.03		3627	
391.03		3547	
392.03		3666.66667	
393.03		3560	
394.03		3760.33333	
395.03		3668.66667	
396.03		3811.66667	
397.03		3385.66667	
398.03		3707.33333	
399.03		3653	
400.03		3639.33333	
401.03		3759	
402.03		3905.66667	
403.03		3653.66667	
404.03		3748.66667	
405.03		3637.66667	
406.03		3639.33333	
407.03		3826	
408.03		3694.33333	
409.03		3504	
410.03		3240.33333	
411.03		3667.66667	
412.03		3533	
413.03		3600.66667	
414.03		3546	
415.03		3454	
416.03		3573.66667	
417.03		3519.33333	
418.03		3347	
419.03		3376	
420.03		3481.33333	
421.03		3266.66667	
422.03		3279.33333	
423.03		3559.66667	
424.03		3466.33333	
425.03		3279.66667	
426.03		3159.66667	
427.03		3120.66667	
428.03		3479	
429.03		3293.33333	
430.03		3307	
431.03		3052.33333	
432.03		3065.33333	
433.03		3027.66667	
434.03		3268	
435.03		2988.66667	
436.03		3147	
437.03		2799	
438.03		3359	
439.03		3133.66667	
440.03		2984.33333	
441.03		3107.33333	
442.03		2960.66667	
443.03		3026	
444.03		3094	
445.03		3133	
446.03		2908.33333	
447.03		2920.33333	
448.03		2972.66667	
449.03		2868.66667	
450.03		3095.66667	
451.03		2640	
452.03		2722	
453.03		2812.66667	
454.03		2811.66667	
455.03		2785.33333	
456.03		3067.33333	
457.03		2840.33333	
458.03		2975	
459.03		2984.66667	
460.03		2853.66667	
461.03		2866.66667	
462.03		2839	
463.03		2836.66667	
464.03		2706.33333	
465.03		2813	
466.03		2694.33333	
467.03		2921.33333	
468.03		2640.33333	
469.03		2760	
470.03		2679	
471.03		2666.66667	
472.03		2986.33333	
473.03		2560.33333	
474.03		2492.66667	
475.03		2786.33333	
476.03		2999.33333	
477.03		2732	
478.03		2172.66667	
479.03		2598.33333	
480.03		2465.66667	
481.03		2520	
482.03		2720.66667	
483.03		2665	
484.03		2455	
485.03		2693.66667	
486.03		2586.66667	
487.03		2305.33333	
488.03		2627.66667	
489.03		2483	
490.03		2533	
491.03		2533	
492.03		2533	
493.03		2320	
494.03		2344.33333	
495.03		2386.66667	
496.03		2331.33333	
497.03		2360.33333	
498.03		2517.33333	
499.03		2573.66667	
500.03		2305	
501.03		2386.66667	
502.03		2440.33333	
503.03		2323.33333	
504.03		2306.66667	
505.03		2319.66667	
506.03		2451.33333	
507.03		2252.33333	
508.03		2387.33333	
509.03		2306	
510.03		2386	
511.03		2359.66667	
512.03		2027	
513.03		2096	
514.03		2412.66667	
515.03		2200.33333	
516.03		2305.66667	
517.03		2117	
518.03		2079.66667	
519.03		2267.33333	
520.03		2227.66667	
521.03		2066.66667	
522.03		2014	
523.03		1998.33333	
524.03		2175	
525.03		2079.33333	
526.03		2345.66667	
527.03		2119.33333	
528.03		2171.66667	
529.03		2160.66667	
530.03		1973.33333	
531.03		2146.66667	
532.03		2054.66667	
533.03		2052.33333	
534.03		2214.66667	
535.03		2132.33333	
536.03		2014.66667	
537.03		2239.66667	
538.03		1905.33333	
539.03		1653	
540.03		1984.66667	
541.03		1987	
542.03		1852.66667	
543.03		2081	
544.03		1985.33333	
545.03		2054	
546.03		1962	
547.03		1878.66667	
548.03		2213.33333	
549.03		1960.33333	
550.03		2082	
551.03		2000	
552.03		1919	
553.03		1866	
554.03		1879.33333	
555.03		1867	
556.03		2054	
557.03		1720	
558.03		1961	
559.03		1748.33333	
560.03		1480	
561.03		1814	
562.03		1878.66667	
563.03		1584.66667	
564.03		1852.66667	
565.03		1773	
566.03		1467	
567.03		1719.33333	
568.03		1588	
569.03		1654	
570.03		1506	
571.03		1519.33333	
572.03		1600	
573.03		1547.33333	
574.03		1824.33333	
575.03		1307	
576.03		1506.33333	
577.03		1573	
578.03		1466	
579.03		1707	
580.03		1397	
581.03		1573	
582.03		1453.66667	
583.03		1295	
584.03		1706	
585.03		1493.33333	
586.03		1507	
587.03		1561	
588.03		1625.66667	
589.03		1385.33333	
590.03		1493	
591.03		1549.66667	
592.03		1442	
593.03		1467	
594.03		1308.33333	
595.03		1331.66667	
596.03		1479	
597.03		1546.66667	
598.03		1573.66667	
599.03		1334.66667	
600.03		1412.66667	
601.03		1437.66667	
602.03		1571.66667	
603.03		1587	
604.03		1426	
605.03		1425.66667	
606.03		1321.33333	
607.03		1333	
608.03		1348	
609.03		1268.66667	
610.03		1400.33333	
611.03		1120.33333	
612.03		1189.33333	
613.03		1332.33333	
614.03		1158.66667	
615.03		1480.66667	
616.03		1280.66667	
617.03		1454	
618.03		1360.33333	
619.03		1667.33333	
620.03		1332.66667	
621.03		1186.33333	
622.03		1318.66667	
623.03		1331.66667	
624.03		1399	
625.03		1147.33333	
626.03		1349	
627.03		1400.33333	
628.03		1238.33333	
629.03		1319.33333	
630.03		1333	
631.03		1345.33333	
632.03		1264.66667	
633.03		1466	
634.03		1134	
635.03		1093.66667	
636.03		1253.66667	
637.03		1321	
638.03		1332.33333	
639.03		1080.33333	
640.03		1240.33333	
641.03		1066.33333	
642.03		1197	
643.03		1308	
644.03		1146	
645.03		1106.66667	
646.03		1079	
647.03		1321	
648.03		1173.33333	
649.03		1333.33333	
650.03		1132	
651.03		1132.66667	
652.03		1161	
653.03		1121.33333	
654.03		1374	
655.03		1065	
656.03		935.333333	
657.03		1079.66667	
658.03		1158.33333	
659.03		1079.33333	
660.03		1106	
661.03		1093	
662.03		1120	
663.03		1212.33333	
664.03		1198.33333	
665.03		1265.66667	
666.03		1145.33333	
667.03		1052.33333	
668.03		1266.66667	
669.03		1306	
670.03		998.666667	
671.03		1226.33333	
672.03		933	
673.03		1280.66667	
674.03		892.333333	
675.03		1108	
676.03		1134.66667	
677.03		1185.66667	
678.03		1132	
679.03		1252.33333	
680.03		1067.33333	
681.03		1092.33333	
682.03		1147.33333	
683.03		1108	
684.03		1078.33333	
685.03		987.666667	
686.03		1012.33333	
687.03		932.666667	
688.03		1066.66667	
689.03		851.333333	
690.03		906.666667	
691.03		839	
692.03		1026.33333	
693.03		959	
694.03		1106	
695.03		1065.33333	
696.03		1065.66667	
697.03		896.666667	
698.03		827	
699.03		840.333333	
700.03		1000.33333	
701.03		960.666667	
702.03		798	
703.03		865.666667	
704.03		1012.66667	
705.03		956.666667	
706.03		906.333333	
707.03		759	
708.03		1049.66667	
709.03		772.666667	
710.03		972.333333	
711.03		936.333333	
712.03		945	
713.03		730.666667	
714.03		1186.66667	
715.03		893.333333	
716.03		758	
717.03		627	
718.03		1014.33333	
719.03		626	
720.03		787.333333	
721.03		1001	
722.03		758.666667	
723.03		961.333333	
724.03		865	
725.03		853	
726.03		892.666667	
727.03		878.666667	
728.03		747	
729.03		867	
730.03		747	
731.03		974	
732.03		747	
733.03		787.333333	
734.03		973	
735.03		787.666667	
736.03		786.666667	
737.03		650.666667	
738.03		695.666667	
739.03		626.666667	
740.03		652	
741.03		693.666667	
742.03		826	
743.03		827.333333	
744.03		827.666667	
745.03		625.333333	
746.03		894	
747.03		946.333333	
748.03		813.333333	
749.03		614.666667	
750.03		879.666667	
751.03		773.666667	
752.03		547.666667	
753.03		868.666667	
754.03		842.333333	
755.03		920.333333	
756.03		616	
757.03		734.666667	
758.03		879.333333	
759.03		587.666667	
760.03		639.333333	
761.03		535	
762.03		615.666667	
763.03		574	
764.03		734.666667	
765.03		587	
766.03		574	
767.03		655	
768.03		505.666667	
769.03		815	
770.03		561.666667	
771.03		680.666667	
772.03		519.666667	
773.03		695	
774.03		347.666667	
775.03		653	
776.03		748.333333	
777.03		748.333333	
778.03		627.333333	
779.03		787.666667	
780.03		534.666667	
781.03		574.666667	
782.03		692.666667	
783.03		681.333333	
784.03		574.666667	
785.03		799.666667	
786.03		734	
787.03		721.666667	
788.03		627.333333	
789.03		787	
790.03		827.333333	
791.03		707.333333	
792.03		708.666667	
793.03		494	
794.03		786.666667	
795.03		562.333333	
796.03		533.666667	
797.03		586.666667	
798.03		535.666667	
799.03		506.666667	
800.03		561.333333	
801.03		601	
802.03		574.333333	
803.03		588	
804.03		508.666667	
805.03		625.333333	
806.03		507.666667	
807.03		561.333333	
808.03		704.666667	
809.03		600	
810.03		655.333333	
811.03		507.666667	
812.03		681.333333	
813.03		429	
814.03		507.333333	
815.03		507.333333	
816.03		400.333333	
817.03		654.666667	
818.03		522.333333	
819.03		482.333333	
820.03		467.333333	
821.03		573.666667	
822.03		653	
823.03		453	
824.03		718	
825.03		801	
826.03		613	
827.03		655.333333	
828.03		509.666667	
829.03		442.666667	
830.03		561.666667	
831.03		455.333333	
832.03		562.666667	
833.03		586.666667	
834.03		440.666667	
835.03		682.666667	
836.03		547	
837.03		480.333333	
838.03		467.333333	
839.03		625.333333	
840.03		334	
841.03		497	
842.03		439.666667	
843.03		574.333333	
844.03		574.666667	
845.03		640	
846.03		240	
847.03		412.333333	
848.03		533.666667	
849.03		401.666667	
850.03		482	
851.03		545.666667	
852.03		574	
853.03		494.666667	
854.03		441.666667	
855.03		506.666667	
856.03		480.333333	
857.03		481.333333	
858.03		628.333333	
859.03		625.666667	
860.03		478.666667	
861.03		452	
862.03		348	
863.03		653.333333	
864.03		400.333333	
865.03		575.666667	
866.03		480.666667	
867.03		520.666667	
868.03		587.333333	
869.03		533.333333	
870.03		560.666667	
871.03		561.666667	
872.03		386.333333	
873.03		293	
874.03		387.333333	
875.03		160.666667	
876.03		335	
877.03		508	
